,district,metro,area,rooms,floor,gk,price,adress
808,1.19,1.0,100.0,3.0,9.0,0.0,22000.0,"Митрополита Андрея Шептицкого ул. (Луначарского Анатолия), 10, Днепровский р-н"
809,1.74,1.0,60.0,3.0,3.0,0.0,15000.0,"Парково-Сырецкая ул. (Шамрыло Тимофея), 1, Шевченковский р-н"
810,2.87,1.0,92.0,2.0,6.0,0.0,30250.0,"Василия Тютюнника ул. (Барбюса Анри), 5в, Печерский р-н"
811,1.18,1.0,78.0,3.0,5.0,0.0,13500.0,"Прилужная ул., 10, Святошинский р-н"
812,1.74,1.0,32.0,1.0,8.0,1.0,15500.0,"Салютная ул., 2б, Шевченковский р-н"
813,1.0,1.0,35.0,1.0,1.0,0.0,6500.0,"Братиславская ул., 10, Деснянский р-н"
814,1.19,3.0,63.0,2.0,11.0,1.0,33000.0,"Механизаторов ул., 20, Соломенский р-н"
815,1.22,3.0,38.0,1.0,1.0,0.0,6500.0,"Автозаводская ул., 93, Оболонский р-н"
816,1.18,1.0,110.0,3.0,11.0,0.0,22000.0,"Котельникова Михаила ул., 1, Святошинский р-н"
817,1.19,3.0,120.0,3.0,9.0,0.0,20000.0,"Амосова Николая ул., 4, Соломенский р-н"
818,2.87,1.0,92.0,2.0,6.0,0.0,30250.0,"Василия Тютюнника ул. (Барбюса Анри), 5в, Печерский р-н"
819,1.53,1.0,50.0,1.0,11.0,1.0,30250.0,"Жилянская ул., 68, Голосеевский р-н"
820,1.53,3.0,46.0,1.0,14.0,0.0,12500.0,"Ломоносова ул., 46/1, Голосеевский р-н"
821,1.74,1.0,220.0,4.0,2.0,0.0,41250.0,"Тургеневская ул., 45-49, Шевченковский р-н"
822,1.18,1.0,44.0,1.0,9.0,0.0,10500.0,"Верховинная ул., 37, Святошинский р-н"
823,1.12,1.0,60.0,1.0,16.0,0.0,10000.0,"Харьковское шоссе, 19а, Дарницкий р-н"
824,1.29,3.0,40.0,1.0,14.0,0.0,10000.0,"Ужвий Наталии ул., 12, Подольский р-н"
825,1.29,3.0,55.0,2.0,6.0,0.0,35750.0,"Андреевский спуск, 2б, Подольский р-н"
826,1.74,1.0,43.0,1.0,3.0,0.0,22000.0,"Малая Житомирская ул., 15б, Шевченковский р-н"
827,1.74,1.0,48.0,2.0,3.0,0.0,15000.0,"Златоустовская ул., 51, Шевченковский р-н"
828,1.19,3.0,77.0,2.0,3.0,0.0,21000.0,"Богдановская ул., 7А, Соломенский р-н"
830,2.87,1.0,170.0,4.0,17.0,0.0,71500.0,"Дружбы Народов бульв., 14-16, Печерский р-н"
831,1.12,3.0,43.0,1.0,9.0,0.0,12000.0,"Ахматовой Анны ул., 35а, Дарницкий р-н"
832,1.12,3.0,68.0,2.0,16.0,0.0,12000.0,"Ахматовой Анны ул., 13д, Дарницкий р-н"
833,1.12,3.0,68.0,1.0,16.0,0.0,12000.0,"Ахматовой Анны ул., 13д, Дарницкий р-н"
834,1.19,3.0,50.0,2.0,8.0,0.0,10500.0,"Инженера Бородина ул. (Лазо Сергея), 5б, Днепровский р-н"
835,1.74,1.0,70.0,3.0,2.0,0.0,68750.0,"Костельная ул., 6, Шевченковский р-н"
836,2.87,1.0,60.0,1.0,12.0,0.0,23375.0,"Леси Украинки бульв., 7Б, Печерский р-н"
837,2.87,1.0,160.0,4.0,17.0,0.0,74250.0,"Дружбы Народов бульв., 14-16, Печерский р-н"
838,2.87,1.0,65.0,2.0,15.0,1.0,22000.0,"Джона Маккейна ул. (Кудри Ивана), 7, Печерский р-н"
839,1.19,3.0,50.0,1.0,1.0,0.0,12000.0,"Василенко Николая ул., 1, Соломенский р-н"
840,1.74,1.0,52.0,2.0,2.0,0.0,14000.0,"Победы просп., 27, Шевченковский р-н"
841,1.12,2.0,52.0,2.0,6.0,0.0,13000.0,"Княжий Затон ул., 5, Дарницкий р-н"
842,1.19,3.0,45.0,1.0,5.0,1.0,12000.0,"Воскресенская ул., 16в, Днепровский р-н"
843,1.12,1.0,74.0,2.0,4.0,1.0,18000.0,"Ревуцкого ул., 40, Дарницкий р-н"
844,2.87,1.0,60.0,2.0,17.0,1.0,30250.0,"Драгомирова ул., 2а, Печерский р-н"
845,1.12,3.0,41.0,1.0,5.0,0.0,10000.0,"Тростянецкая ул., 49, Дарницкий р-н"
846,1.74,1.0,140.0,4.0,17.0,0.0,49500.0,"Дмитриевская ул., 75, Шевченковский р-н"
847,2.87,1.0,240.0,4.0,29.0,0.0,165000.0,"Евгения Коновальца ул. (Щорса), 36в, Печерский р-н"
848,1.53,1.0,60.0,2.0,12.0,1.0,39875.0,"Голосеевский просп. (40-летия Октября), 60, Голосеевский р-н"
850,2.87,1.0,52.0,1.0,19.0,1.0,31625.0,"Василия Тютюнника ул. (Барбюса Анри), 28А, Печерский р-н"
851,2.87,1.0,92.0,3.0,6.0,0.0,53625.0,"Саперное Поле ул., 5а, Печерский р-н"
852,1.53,2.0,49.0,2.0,13.0,1.0,10000.0,"Вильямса академика ул., 3/7, Голосеевский р-н"
853,1.29,1.0,90.0,3.0,2.0,0.0,32000.0,"Волошская ул., 50/38, Подольский р-н"
854,1.19,1.0,55.0,2.0,15.0,1.0,27500.0,"Никольско-Слободская ул., 1, Днепровский р-н"
855,2.87,1.0,70.0,2.0,19.0,1.0,35750.0,"Е. Коновальца ул. (Щорса), 34А, Печерский р-н"
856,2.87,1.0,68.0,2.0,8.0,0.0,33000.0,"Евгения Коновальца ул. (Щорса), 36е, Печерский р-н"
857,1.53,3.0,55.0,1.0,10.0,1.0,30250.0,"Деловая ул., 1/2, Голосеевский р-н"
858,1.53,1.0,63.0,2.0,8.0,1.0,38500.0,"ул. Саксаганского, 37к, Голосеевский р-н"
859,1.22,3.0,42.0,1.0,1.0,0.0,14500.0,"Семьи Кульженков ул. (Дегтяренко Петра), 35, Оболонский р-н"
860,1.74,1.0,83.0,3.0,13.0,0.0,30250.0,"Дмитриевская ул., 75, Шевченковский р-н"
861,1.29,3.0,65.0,2.0,17.0,0.0,17000.0,"Правды просп., 31а, Подольский р-н"
862,2.87,1.0,45.0,1.0,3.0,0.0,24750.0,"Печерский спуск, 11, Печерский р-н"
863,2.87,1.0,32.0,1.0,4.0,1.0,20625.0,"Драгомирова ул., 4б, Печерский р-н"
864,1.74,1.0,86.0,2.0,13.0,0.0,33000.0,"Кудрявский спуск, 3б, Шевченковский р-н"
865,1.74,1.0,92.0,2.0,7.0,0.0,25000.0,"Прорезная ул., 13, Шевченковский р-н"
866,1.18,3.0,37.0,1.0,4.0,1.0,10000.0,"Стеценко ул., 75, Святошинский р-н"
867,1.19,3.0,45.0,2.0,1.0,0.0,8000.0,"Отрадный просп. (Чубаря), 38, Соломенский р-н"
868,1.22,1.0,92.0,3.0,9.0,0.0,18000.0,"Приречная ул., 5, Оболонский р-н"
869,1.18,3.0,30.0,1.0,11.0,0.0,9500.0,"Обуховская ул., 137а, Святошинский р-н"
870,2.87,1.0,47.0,1.0,11.0,1.0,33000.0,"Предславинская ул., 57, Печерский р-н"
871,1.74,1.0,100.0,3.0,11.0,0.0,52250.0,"Глубочицкая ул., 32 а, Шевченковский р-н"
872,1.12,1.0,56.0,2.0,3.0,0.0,11000.0,"Ревуцкого ул., 44Б, Дарницкий р-н"
873,1.12,1.0,41.0,1.0,13.0,1.0,16000.0,"Ревуцкого ул., 40-В, Дарницкий р-н"
874,1.12,1.0,50.0,1.0,12.0,0.0,18000.0,"Заречная ул., 3А, Дарницкий р-н"
875,1.19,3.0,63.0,2.0,8.0,0.0,24750.0,"Регенераторная ул., 6, Днепровский р-н"
876,1.19,1.0,65.0,2.0,4.0,0.0,12500.0,"Бойченко Александра ул., 16, Днепровский р-н"
877,1.22,1.0,31.0,1.0,5.0,0.0,7500.0,"Рокосовского , 3, Оболонский р-н"
878,1.0,3.0,34.0,1.0,5.0,0.0,6000.0,"Милославская ул., 17А, Деснянский р-н"
879,1.18,3.0,80.0,3.0,8.0,0.0,16000.0,"Туполева академика ул., 17к, Святошинский р-н"
880,2.87,1.0,112.0,3.0,13.0,0.0,26125.0,"Тверская, 2, Печерский р-н"
881,1.29,3.0,58.0,2.0,1.0,0.0,7200.0,"Бестужева Александра пер., 20, Подольский р-н"
882,2.87,1.0,50.0,2.0,8.0,0.0,21000.0,"Лаврская ул., 4, Печерский р-н"
885,1.74,1.0,30.0,1.0,3.0,0.0,10000.0,"Деревлянская ул. (Якира), 16/18, Шевченковский р-н"
886,1.12,3.0,50.0,2.0,2.0,0.0,11500.0,"Вербицкого архитектора ул., 21/1, Дарницкий р-н"
887,1.19,2.0,30.0,1.0,3.0,0.0,8000.0,"Строителей ул., 26, Днепровский р-н"
888,1.19,3.0,42.0,1.0,26.0,0.0,16000.0,"Донца Михаила ул., 2а, Соломенский р-н"
889,2.87,1.0,50.0,1.0,8.0,1.0,22000.0,"Василия Тютюнника ул. (Барбюса Анри), 28А, Печерский р-н"
890,2.87,1.0,89.0,2.0,2.0,0.0,30250.0,"Рогнединская ул., 1/13, Печерский р-н"
891,2.87,1.0,30.0,1.0,1.0,0.0,10000.0,"Тверской тупик, 9, Печерский р-н"
892,1.22,1.0,49.0,2.0,1.0,0.0,11000.0,"Гайдай Зои ул., 2а, Оболонский р-н"
893,1.19,3.0,84.0,2.0,19.0,0.0,18000.0,"Тычины Павла просп., 2, Днепровский р-н"
894,1.12,2.0,80.0,2.0,16.0,0.0,10500.0,"Бажана Николая просп., 36, Дарницкий р-н"
895,1.53,3.0,65.0,2.0,4.0,0.0,12500.0,"Вильямса академика ул., 17/11, Голосеевский р-н"
896,1.53,2.0,55.0,1.0,20.0,1.0,14000.0,"проул. Ясиноватский, 11, Голосеевский р-н"
897,1.19,3.0,33.0,1.0,5.0,0.0,10800.0,"Регенераторная ул., 4, Днепровский р-н"
898,1.53,3.0,40.0,1.0,25.0,1.0,9500.0,"Приміська, 24, Голосеевский р-н"
899,1.74,1.0,49.0,1.0,7.0,0.0,12000.0,"Руданского Степана ул., 3а, Шевченковский р-н"
900,1.19,3.0,40.0,2.0,2.0,0.0,10000.0,"Донца Михаила ул., 23б, Соломенский р-н"
901,1.12,3.0,40.0,1.0,7.0,0.0,8990.0,"Григоренко Петра просп., 13, Дарницкий р-н"
902,2.87,1.0,42.0,1.0,9.0,1.0,30250.0,"Джона Маккейна ул. (Кудри Ивана), 1б, Печерский р-н"
904,1.22,1.0,73.0,3.0,6.0,0.0,18500.0,"Оболонский просп., 23б, Оболонский р-н"
905,2.87,1.0,210.0,5.0,17.0,0.0,52250.0,"Ковпака ул., 17, Печерский р-н"
906,1.19,3.0,50.0,2.0,13.0,0.0,16000.0,"Полевая ул., 73, Соломенский р-н"
907,1.19,3.0,60.0,2.0,9.0,1.0,17000.0,"Практичная ул., 1, Соломенский р-н"
908,1.19,3.0,45.0,2.0,4.0,1.0,15000.0,"Регенераторная ул., 4к16, Днепровский р-н"
910,1.29,3.0,91.0,3.0,14.0,0.0,15000.0,"Бакинская ул., 37г, Подольский р-н"
912,1.12,1.0,50.0,1.0,3.0,0.0,10000.0,"Ахматовой Анны ул., 3, Дарницкий р-н"
913,1.53,1.0,45.0,1.0,6.0,0.0,21175.0,"Жилянская ул., 68, Голосеевский р-н"
914,2.87,1.0,55.0,2.0,19.0,1.0,35750.0,"Евгения Коновальца ул. (Щорса), 34А, Печерский р-н"
915,2.87,1.0,70.0,2.0,16.0,1.0,37125.0,"Евгения Коновальца ул. (Щорса), 34А, Печерский р-н"
916,1.12,3.0,55.0,2.0,3.0,0.0,12500.0,"Ахматовой Анны ул., 5, Дарницкий р-н"
917,1.19,3.0,52.0,2.0,2.0,0.0,10000.0,"Мишина Михаила ул., 4, Соломенский р-н"
918,1.53,3.0,70.0,2.0,2.0,0.0,14000.0,"Воломирська, 94, Голосеевский р-н"
919,1.19,3.0,56.0,3.0,4.0,0.0,11500.0,"Энтузиастов ул., 29/1, Днепровский р-н"
920,1.74,1.0,165.0,4.0,11.0,1.0,123750.0,"Шевченко Тараса бульв., 27б, Шевченковский р-н"
921,1.53,3.0,182.0,4.0,19.0,0.0,82500.0,"Большая Васильковская ул. (Красноармейская), 72, Голосеевский р-н"
922,1.74,1.0,110.0,3.0,12.0,0.0,30250.0,"Дмитриевская ул., 69, Шевченковский р-н"
923,1.74,1.0,100.0,3.0,7.0,0.0,55000.0,"Шевченко Тараса бульв., 11а, Шевченковский р-н"
924,1.29,3.0,44.0,1.0,1.0,0.0,14000.0,"Порика Василия просп., 9, Подольский р-н"
925,1.22,1.0,130.0,3.0,12.0,0.0,38500.0,"Героев Сталинграда просп., 12 Д, Оболонский р-н"
926,2.87,1.0,68.0,2.0,6.0,0.0,33000.0,"Евгения Коновальца , 44 а, Печерский р-н"
927,2.87,1.0,95.0,2.0,10.0,0.0,30222.5,"Леси Украинки бульв., 7а, Печерский р-н"
928,1.53,1.0,55.0,1.0,12.0,0.0,17000.0,"Ломоносова ул., 46/1, Голосеевский р-н"
929,1.53,1.0,65.0,2.0,15.0,1.0,30000.0,"Саксаганского ул., 37К, Голосеевский р-н"
930,2.87,1.0,50.0,2.0,7.0,0.0,16000.0,"Леси Украинки бульв., Печерский р-н"
931,2.87,1.0,43.0,1.0,4.0,0.0,16000.0,"Предславинская ул., 38, Печерский р-н"
932,2.87,1.0,140.0,3.0,3.0,0.0,35750.0,"Музейный пер., 8, Печерский р-н"
933,1.12,1.0,58.0,2.0,24.0,1.0,15000.0,"Вишняковская ул., 4, Дарницкий р-н"
934,1.74,1.0,70.0,3.0,1.0,0.0,10000.0,"Александровская, 16, Шевченковский р-н"
935,1.18,3.0,46.0,2.0,5.0,0.0,8500.0,"Литвиненко-Вольгемут ул., 1б, Святошинский р-н"
936,1.74,1.0,43.0,1.0,9.0,0.0,15000.0,"Жилянская ул., 118, Шевченковский р-н"
937,1.29,1.0,25.0,1.0,3.0,0.0,9000.0,"Воздвиженская ул., 60, Подольский р-н"
938,1.74,1.0,59.0,1.0,8.0,1.0,12500.0,"Старокиевская ул., Шевченковский р-н"
939,1.29,1.0,28.0,1.0,1.0,0.0,10000.0,"Воздвиженская ул., 60, Подольский р-н"
940,1.19,1.0,132.0,5.0,25.0,0.0,27500.0,"Краковская ул., 27 А, Днепровский р-н"
941,1.12,3.0,74.0,3.0,5.0,0.0,13000.0,"Крушельницкой Соломии ул., 1/5, Дарницкий р-н"
942,1.19,3.0,35.0,1.0,5.0,0.0,12000.0,"Радужная ул., 58, Днепровский р-н"
943,1.22,3.0,90.0,2.0,19.0,0.0,13999.0,"Кондратюка Юрия ул., 5, Оболонский р-н"
944,2.87,1.0,31.0,1.0,9.0,0.0,13500.0,"Леси Украинки бульв., 24, Печерский р-н"
945,1.53,1.0,37.0,1.0,11.0,0.0,11000.0,"Антоновича ул. (Горького), 160, Голосеевский р-н"
946,2.87,1.0,183.0,4.0,9.0,0.0,123750.0,"Круглоуниверситетская ул., 3-5, Печерский р-н"
947,1.74,1.0,45.0,1.0,9.0,0.0,9999.0,"Бакинская, 37 Г, Шевченковский р-н"
948,1.53,3.0,110.0,3.0,2.0,0.0,45000.0,"Толстого Льва ул., 5, Голосеевский р-н"
949,1.19,3.0,45.0,1.0,10.0,1.0,12000.0,"Воскресенская ул., 16в, Днепровский р-н"
950,1.12,1.0,86.0,3.0,11.0,0.0,14500.0,"Драгоманова ул., 31-В, Дарницкий р-н"
951,2.87,1.0,78.0,2.0,9.0,0.0,33000.0,"Грушевского Михаила ул., 34а, Печерский р-н"
952,1.19,3.0,57.0,2.0,4.0,0.0,14500.0,"Гарматная ул., 31а, Соломенский р-н"
953,1.53,3.0,55.0,1.0,17.0,0.0,11000.0,"Науки просп., 55-А, Голосеевский р-н"
954,1.19,3.0,48.0,2.0,8.0,0.0,11000.0,"Березняковская ул., 12, Днепровский р-н"
955,1.29,3.0,35.0,1.0,11.0,1.0,12500.0,"Новомостицкая ул., 15, Подольский р-н"
956,1.74,1.0,50.0,2.0,6.0,0.0,17000.0,"Жилянская ул., 118, Шевченковский р-н"
957,2.87,1.0,116.0,3.0,12.0,0.0,32000.0,"Панаса Мирного ул., 28а, Печерский р-н"
958,1.19,1.0,50.0,1.0,7.0,1.0,17500.0,"Липковского Василия ул. (Урицкого), 33-А, Соломенский р-н"
959,1.74,1.0,63.0,2.0,7.0,0.0,18000.0,"Паньковская ул., 27/78, Шевченковский р-н"
960,1.22,3.0,50.0,2.0,8.0,0.0,10500.0,"Вышгородская ул., 38, Оболонский р-н"
961,1.12,1.0,33.0,1.0,8.0,0.0,10500.0,"Чавдар Елизаветы ул., 38б, Дарницкий р-н"
962,1.12,3.0,48.0,1.0,25.0,0.0,13000.0,"Григоренко Петра просп., 12а, Дарницкий р-н"
963,1.74,1.0,47.0,1.0,3.0,0.0,11000.0,"Победы просп., 71-А, Шевченковский р-н"
964,1.29,3.0,52.0,2.0,8.0,0.0,8500.0,"Новомостицкая ул., 2г, Подольский р-н"
965,1.12,1.0,40.0,1.0,5.0,0.0,10000.0,"Григоренко Петра просп., 28, Дарницкий р-н"
966,1.53,3.0,35.0,1.0,2.0,0.0,9000.0,"Колоскова, 10, Голосеевский р-н"
967,1.12,1.0,76.0,2.0,4.0,0.0,14000.0,"Чавдар Елизаветы ул., 5, Дарницкий р-н"
968,1.53,3.0,55.0,2.0,2.0,0.0,16500.0,"Деловая ул., 13, Голосеевский р-н"
969,1.74,1.0,165.0,4.0,21.0,1.0,123750.0,"Шевченко Тараса бульв., 27б, Шевченковский р-н"
970,1.74,1.0,200.0,4.0,7.0,0.0,137500.0,"Паторжинского ул., 14, Шевченковский р-н"
971,2.87,1.0,106.0,3.0,4.0,0.0,41250.0,"Орлыка Пылыпа ул., 6, Печерский р-н"
972,2.87,1.0,145.0,3.0,17.0,0.0,41250.0,"Предславинская ул., 33/11, Печерский р-н"
