district,metro,area,rooms,floor,gk,price,adress,lat_long,repair,metro_dist
1.19,1,80.0,2,4,1,32000,"
ул. Липкивского Василия (Урицкого), 37в, Киев
","('50.4303712', '30.4758501')",0,3
1.74,3,65.0,1,4,0,29000,"
ул. Сечевых Стрельцов (Артема), 52а, Киев
","('50.4563278', '30.4915228')",0,2
1.19,1,50.0,1,4,0,16000,"
ул. Донца Михаила, 2а, Киев
","('50.4344352', '30.4327136')",0,1
1.74,3,130.0,3,4,0,93300,"
ул. Гончара Олеся, 35, Киев
","('50.4510787', '30.5074115')",0,2
2.87,3,55.0,1,4,1,34300,"
ул. Коновальца Евгения (Щорса), 34а, Киев
","('50.4267967', '30.5344145')",0,1
2.87,3,55.0,1,4,1,34300,"
ул. Коновальца Евгения (Щорса), 34а, Киев
","('50.4267967', '30.5344145')",0,1
1.53,1,45.0,1,4,0,15000,"
ул. Феодосийская, 3в, Киев
","('50.4018208', '30.5323964')",0,1
1.74,3,100.0,4,4,0,41200,"
ул. Софиевская, 25, Киев
","('50.452233', '30.517002')",0,1
1.19,1,42.0,1,4,1,16000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6/7а, Киев
","('50.4474224', '30.4213211')",0,1
1.22,3,120.0,3,4,0,29000,"
ул. Тимошенко Маршала, 21, Киев
","('50.5131233', '30.4945674')",0,1
1.19,1,45.0,1,4,1,16500,"
ул. Нижнеключевая, 14, Киев
","('50.4412613', '30.4482253')",0,2
1.74,1,100.0,3,4,0,31600,"
Кудрявский спуск, 3а, Киев
","('50.4580994', '30.4977565')",0,2
1.53,3,60.0,2,4,1,27500,"
ул. Голосеевская, 13б, Киев
","('50.4000243', '30.5199515')",0,1
2.87,3,90.0,2,4,1,27500,"
ул. Коновальца Евгения (Щорса), 32г, Киев
","('50.4278491', '30.531574')",0,1
1.19,1,45.0,1,4,1,16500,"
ул. Нижнеключевая, 14, Киев
","('50.4412613', '30.4482253')",0,2
1.19,3,70.0,2,4,0,15500,"
ул. Краковская, 13в, Киев
","('50.454853', '30.620757')",0,1
2.87,3,45.0,2,4,0,16500,"
Леси Украинки бульв., 28, Киев
","('50.4247143', '30.5400669')",0,1
1.74,3,50.0,1,4,1,15000,"
ул. Дегтяревская, 25а, Киев
","('50.4624321', '30.4564213')",0,1
1.74,3,65.0,3,4,0,21000,"
Победы просп., 20, Киев
","('50.4503654', '30.4736335')",0,2
2.87,3,55.0,2,4,1,30200,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
1.12,1,55.0,1,4,0,15000,"
ул. Пчелки Елены, 6а, Киев
","('50.41623', '30.6293309')",0,1
1.53,3,50.0,2,4,0,18000,"
ул. Малевича Казимира (Боженко), 48, Киев
","('50.4234245', '30.5137163')",0,2
1.19,1,65.0,2,4,1,30200,"
ул. Липкивского Василия (Урицкого), 37в, Киев
","('50.4303712', '30.4758501')",0,3
1.53,1,65.0,3,4,0,16000,"
ул. Якубовского Маршала, 2в, Киев
","('50.3796234', '30.456836')",0,1
1.74,3,35.0,1,4,0,15000,"
ул. Франко Ивана, 30, Киев
","('50.447574', '30.5086')",0,2
2.87,3,55.0,1,4,1,32000,"
ул. Коновальца Евгения (Щорса), 34а, Киев
","('50.4267967', '30.5344145')",0,1
1.19,1,50.0,1,4,1,16000,"
ул. Липкивского Василия (Урицкого), 37в, Киев
","('50.4303712', '30.4758501')",0,3
1.12,3,45.0,1,4,1,16500,"
ул. Днепровская наб., 16д, Киев
","('50.4009018', '30.614217')",0,1
1.74,1,55.0,2,4,0,37000,"
ул. Сечевых Стрельцов (Артема), 26а, Киев
","('50.4565632', '30.4990324')",0,2
2.87,3,55.0,1,4,0,23000,"
ул. Иоанна Павла II (Лумумбы Патриса), 11, Киев
","('50.4209277', '30.5326337')",0,1
1.12,3,80.0,2,4,0,15000,"
ул. Княжий Затон, 11, Киев
","('50.4022212', '30.6230138')",0,1
1.19,3,80.0,3,4,0,16500,"
ул. Уманская, 47, Киев
","('50.4389742', '30.4550742')",0,2
1.53,3,55.0,2,4,1,21000,"
ул. Демеевская, 18, Киев
","('50.4031993', '30.510101')",0,1
2.87,3,55.0,2,4,0,19000,"
ул. Бастионная, 14а, Киев
","('50.4162133', '30.554891')",0,1
1.12,3,60.0,1,4,1,17500,"
ул. Княжий Затон, 21, Киев
","('50.4007178', '30.6166267')",0,1
1.53,3,45.0,1,4,1,17500,"
ул. Демеевская, 16, Киев
","('50.403468', '30.5117913')",0,1
1.12,1,45.0,1,4,0,15000,"
ул. Драгоманова, 10, Киев
","('50.4140599', '30.6365959')",0,1
2.87,3,50.0,2,4,0,17000,"
ул. Коновальца Евгения (Щорса), 15, Киев
","('50.4252692', '30.5255471')",0,1
1.12,3,85.0,3,4,1,33000,"
ул. Днепровская наб., 14, Киев
","('50.4017441', '30.614014')",0,1
1.53,1,60.0,3,4,0,16500,"
ул. Набережно-Корчеватская, 27, Киев
","('50.3711687', '30.5513642')",0,1
2.87,3,90.0,2,4,0,22000,"
ул. Панаса Мирного, 28а, Киев
","('50.434059', '30.536943')",0,1
2.87,3,60.0,3,4,0,16700,"
ул. Лаврская, 4, Киев
","('50.4379112', '30.5517329')",0,1
1.74,3,100.0,3,4,1,27500,"
ул. Сикорского Игоря (Танковая), 4д, Киев
","('50.4648943', '30.4321581')",0,1
1.19,1,115.0,3,4,0,20300,"
ул. Сверстюка Евгения (Расковой Марины), 52в, Киев
","('50.4435042', '30.6083317')",0,1
1.22,1,125.0,3,4,0,65900,"
ул. Оболонская набережная, 1, Киев
","('50.4917177', '30.5277378')",0,1
1.19,1,41.0,2,4,0,13000,"
ул. Микитенко Ивана, 9, Киев
","('50.4863817', '30.5981979')",0,1
1.74,3,150.0,3,11,0,38400,"
ул. Златоустовская, 50, Киев
","('50.4541827', '30.4871357')",1,2
1.19,3,90.0,2,8,1,20000,"
ул. Днепровская наб., 1а, Киев
","('50.4301499', '30.5927439')",1,1
1.53,3,45.0,2,20,1,18000,"
ул. Демеевская, 16, Киев
","('50.403468', '30.5117913')",1,1
2.87,3,65.0,2,4,1,27000,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
2.87,3,60.0,2,2,1,68600,"
Леси Украинки бульв., 7в, Киев
","('50.4346578', '30.5312405')",1,1
2.87,3,173.0,3,10,0,43900,"
ул. Лескова, 1а, Киев
","('50.4314508', '30.5410829')",1,1
1.19,1,65.0,2,9,1,27500,"
ул. Липкивского Василия (Урицкого), 37в, Киев
","('50.4303712', '30.4758501')",1,3
1.19,1,45.0,2,11,1,16000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6/7а, Киев
","('50.4474224', '30.4213211')",1,1
1.12,1,65.0,2,18,0,16000,"
ул. Ахматовой, 31, Киев
","('50.407479', '30.627456')",1,1
1.19,3,45.0,2,10,1,18000,"
ул. Туманяна Ованеса, 1а, Киев
","('50.4469302', '30.6019019')",1,1
2.87,3,80.0,2,9,0,33000,"
ул. Грушевского Михаила, 34а, Киев
","('50.4441912', '30.5418172')",1,1
2.87,3,45.0,2,6,1,26100,"
ул. Тютюнника Василия (Барбюса Анри), 53, Киев
","('50.4167853', '30.5288069')",1,1
2.87,3,45.0,2,6,1,26100,"
ул. Тютюнника Василия (Барбюса Анри), 53, Киев
","('50.4167853', '30.5288069')",1,1
1.74,3,100.0,3,9,0,49400,"
ул. Дмитриевская, 82, Киев
","('50.4549674', '30.4884157')",1,2
1.74,1,90.0,2,6,0,24700,"
ул. Дмитриевская, 69, Киев
","('50.4548104', '30.4868117')",1,2
2.87,3,70.0,2,6,0,33000,"
Крутой спуск, 6/2, Киев
","('50.4422294', '30.5238777')",1,2
2.87,3,90.0,3,4,0,21000,"
ул. Круглоуниверситетская, 7, Киев
","('50.4439412', '30.5237707')",1,1
1.19,1,85.0,3,3,0,20000,"
ул. Регенераторная, 4, Киев
","('50.4375504', '30.6213166')",1,1
1.74,1,180.0,5,23,0,79600,"
ул. Дмитриевская, 69, Киев
","('50.4548104', '30.4868117')",1,2
1.74,3,48.0,2,11,0,24700,"
Победы просп., 5в, Киев
","('50.4473521', '30.4868275')",1,2
1.19,3,50.0,1,12,0,11500,"
ул. Туманяна Ованеса, 8, Киев
","('50.4453145', '30.5991851')",1,1
2.87,3,121.0,3,15,1,76900,"
ул. Джона Маккейна (Кудри Ивана), 26, Киев
","('50.418143', '30.539082')",1,1
1.74,1,60.0,2,19,1,27500,"
ул. Дмитриевская, 75, Киев
","('50.4564896', '30.4867669')",0,2
2.87,3,47.0,2,6,1,26100,"
ул. Тютюнника Василия (Барбюса Анри), 53, Киев
","('50.4167853', '30.5288069')",1,1
1.19,1,85.0,3,19,0,27500,"
ул. Соломенская, 20в, Киев
","('50.4231649', '30.4799306')",1,2
1.74,3,125.0,3,15,0,49400,"
ул. Сечевых Стрельцов (Артема), 52а, Киев
","('50.4563278', '30.4915228')",1,2
1.22,1,68.0,3,4,0,15000,"
ул. Героев Днепра, 73, Киев
","('50.5230375', '30.512441')",0,1
2.87,3,190.0,4,22,1,178000,"
ул. Драгомирова Михаила, 9, Киев
","('50.4100188', '30.5465614')",0,1
1.74,3,68.0,2,4,0,41200,"
ул. Гончара Олеся, 35, Киев
","('50.4510787', '30.5074115')",0,2
2.87,3,100.0,3,5,0,43900,"
ул. Большая Васильковская, 25, Киев
","('50.4388224', '30.5165479')",0,2
1.53,3,214.0,4,6,1,96100,"
ул. Антоновича (Горького), 131, Киев
","('50.4182807', '30.5201892')",0,1
1.74,3,65.0,2,7,0,30200,"
ул. Гончара Олеся, 59, Киев
","('50.4490303', '30.5003381')",0,2
2.87,3,45.0,2,3,0,23300,"
Печерский спуск, 11, Киев
","('50.4367044', '30.53493')",0,1
1.74,1,135.0,2,5,0,30200,"
ул. Дмитриевская, 66а, Киев
","('50.4531895', '30.4886733')",0,2
2.87,3,160.0,3,16,1,41200,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
2.87,3,125.0,3,19,1,62500,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
1.74,3,180.0,4,15,0,124000,"
ул. Гончара Олеся, 35, Киев
","('50.4510787', '30.5074115')",1,2
2.87,3,97.0,2,10,1,27500,"
Леси Украинки бульв., 7а, Киев
","('50.4346578', '30.5312405')",0,1
1.19,1,40.0,1,4,0,12500,"
ул. Липкивского Василия (Урицкого), 11, Киев
","('50.4340236', '30.4867611')",0,3
1.74,3,70.0,2,4,0,27500,"
ул. Леонтовича, 5, Киев
","('50.445669', '30.5103428')",0,2
2.87,3,148.0,3,4,1,60400,"
ул. Драгомирова Михаила, 14, Киев
","('50.4118019', '30.5456278')",0,1
2.87,3,120.0,3,4,0,27500,"
ул. Ковпака, 17, Киев
","('50.4172232', '30.5247632')",0,1
1.12,1,44.0,1,12,0,10000,"
ул. Урловская, 38, Киев
","('50.4117435', '30.6163605')",0,1
1.12,3,60.0,2,4,1,21500,"
ул. Днепровская наб., 14а, Киев
","('50.4017441', '30.614014')",0,1
2.87,3,114.0,4,5,0,54900,"
ул. Институтская, 16, Киев
","('50.4461853', '30.5323143')",0,1
2.87,3,117.0,3,6,0,41200,"
ул. Крещатик, 15, Киев
","('50.4474875', '30.524732')",0,1
2.87,3,46.0,2,11,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",1,1
2.87,3,93.0,3,4,1,33000,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",0,1
2.87,3,200.0,5,4,0,76900,"
ул. Шелковичная, 20, Киев
","('50.4438153', '30.5316605')",0,1
1.53,3,73.0,3,4,0,20000,"
ул. Саперно-Слободская, 22, Киев
","('50.4024959', '30.5369086')",0,1
2.87,3,43.0,2,4,1,23000,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,50.0,2,4,1,24700,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,46.0,2,4,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
1.19,3,55.0,2,4,0,27500,"
ул. Никольско-Слободская, 3а, Киев
","('50.4551297', '30.5861282')",0,1
1.29,1,48.0,1,4,1,22000,"
ул. Набережно-Рыбальская, 3, Киев
","('50.4796652', '30.5367108')",0,1
1.19,1,76.0,2,4,1,18000,"
ул. Воскресенская, 16в, Киев
","('50.4697632', '30.602015')",0,1
2.87,3,76.0,2,4,1,38400,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",0,1
2.87,3,55.0,1,4,1,23300,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",0,1
1.12,3,98.0,3,4,1,35700,"
ул. Днепровская наб., 14, Киев
","('50.4017441', '30.614014')",0,1
2.87,3,97.0,2,4,1,27500,"
Леси Украинки бульв., 7а, Киев
","('50.4346578', '30.5312405')",0,1
1.19,1,42.0,2,4,1,16000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6/7а, Киев
","('50.4474224', '30.4213211')",0,1
1.19,1,41.0,1,4,1,15500,"
Гавела Вацлава бульв. (Лепсе Ивана), 6/7а, Киев
","('50.4474224', '30.4213211')",0,1
1.12,3,45.0,2,4,0,22000,"
ул. Заречная, 2, Киев
","('50.397701', '30.602673')",0,1
1.12,3,80.0,3,4,1,23000,"
ул. Заречная, 1г, Киев
","('50.3951196', '30.6025924')",0,1
1.53,3,53.0,2,4,1,22000,"
ул. Демеевская, 18, Киев
","('50.4031993', '30.510101')",0,1
1.53,1,60.0,2,4,0,20500,"
ул. Героев Обороны, 9/10, Киев
","('50.3832937', '30.4902235')",0,1
1.22,3,48.0,2,4,0,17500,"
ул. Малиновского Маршала, 13, Киев
","('50.5020119', '30.4954068')",0,1
1.12,1,100.0,3,4,0,18000,"
Григоренко Петра просп., 28, Киев
","('50.405527', '30.629087')",0,1
1.12,3,97.0,3,4,1,20000,"
ул. Княжий Затон, 21, Киев
","('50.4007178', '30.6166267')",0,1
1.12,3,50.0,1,4,1,16500,"
ул. Заречная, 1б, Киев
","('50.3951196', '30.6025924')",0,1
1.19,1,86.0,2,4,0,20000,"
Лобановского просп. (Краснозвездный просп.), 6г, Киев
","('50.4220206', '30.4661904')",0,2
1.12,3,66.0,2,4,0,19000,"
ул. Мишуги Александра, 2, Киев
","('50.39821', '30.6405549')",0,1
1.12,3,100.0,3,4,0,16500,"
ул. Гмыри Бориса, 11, Киев
","('50.3920109', '30.6308853')",0,1
1.22,1,41.0,1,4,1,21500,"
ул. Тимошенко Маршала, 21/19, Киев
","('50.5131233', '30.4945674')",0,1
1.22,3,52.0,1,4,0,17000,"
ул. Иорданская (Гавро Лайоша), 1, Киев
","('50.4908036', '30.5064451')",0,1
1.19,1,55.0,1,4,0,20500,"
ул. Соломенская, 15а, Киев
","('50.4246664', '30.4785959')",0,2
1.12,3,45.0,2,4,0,18000,"
ул. Заречная, 1, Киев
","('50.3951196', '30.6025924')",0,1
1.12,3,51.0,2,4,0,21000,"
ул. Заречная, 2, Киев
","('50.397701', '30.602673')",0,1
1.19,3,86.0,2,4,1,21500,"
ул. Днепровская наб., 1а, Киев
","('50.4301499', '30.5927439')",0,1
1.19,1,46.0,1,4,1,18000,"
ул. Липкивского Василия (Урицкого), 16б, Киев
","('50.4344279', '30.4852855')",0,3
1.12,3,65.0,2,4,1,22000,"
ул. Гмыри Бориса, 16а, Киев
","('50.3907412', '30.6302016')",0,1
1.12,1,45.0,1,4,0,17000,"
ул. Драгоманова, 10, Киев
","('50.4140599', '30.6365959')",0,1
1.12,1,95.0,3,4,0,18000,"
ул. Урловская, 8, Киев
","('50.4037129', '30.62347')",0,1
1.18,3,80.0,3,4,0,18000,"
ул. Ирпенская, Киев
","('50.4593979', '30.3509143')",0,1
1.19,1,92.0,3,4,1,26000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6/7а, Киев
","('50.4474224', '30.4213211')",0,1
1.19,1,96.0,2,4,1,27500,"
ул. Механизаторов, 2, Киев
","('50.3699687', '30.3735489')",0,1
1.53,1,78.0,2,4,0,18500,"
Ясиноватский пер., 10, Киев
","('50.409942', '30.506934')",0,1
1.19,1,65.0,2,4,0,18500,"
ул. Маланюка Евгения (Сагайдака Степана), 101, Киев
","('50.458919', '30.585785')",0,1
1.22,1,40.0,1,4,1,18000,"
ул. Тимошенко Маршала, 21/19, Киев
","('50.5131233', '30.4945674')",0,1
1.22,3,90.0,3,3,0,25000,"
Героев Сталинграда просп., 20а, Киев
","('50.5110067', '30.509593')",0,1
1.19,1,35.0,1,4,0,11500,"
ул. Западная, 10, Киев
","('50.4430884', '30.433111')",0,1
2.87,3,130.0,3,4,0,37800,"
ул. Деловая (Димитрова), 2б, Киев
","('50.4300933', '30.5216232')",0,2
1.12,1,36.0,1,4,0,7500,"
ул. Ревуцкого, 17, Киев
","('50.4167959', '30.6454476')",0,1
1.19,1,70.0,3,3,0,15000,"
ул. Донецкая, 35, Киев
","('50.4265866', '30.4514575')",0,2
1.18,1,60.0,2,7,1,14000,"
ул. Клавдиевская, 40д, Киев
","('50.4771576', '30.3389428')",0,1
1.0,3,52.0,2,4,0,10000,"
ул. Киото, 9, Киев
","('50.4640299', '30.633115')",0,1
2.87,3,90.0,2,4,1,71400,"
ул. Болсуновская (Струтинского Сергея), 2, Киев
","('50.4213737', '30.5525158')",0,1
1.74,3,134.0,2,4,0,116000,"
Шевченко Тараса бульв., Киев
","('50.4421912', '30.5193614')",0,2
2.87,3,108.0,4,4,1,68600,"
Лабораторный пер., 7, Киев
","('50.427243', '30.5261923')",0,1
2.87,3,65.0,2,4,0,41200,"
ул. Иоанна Павла II (Лумумбы Патриса), Киев
","('50.4209156', '30.5297328')",0,1
1.19,3,98.0,2,10,1,19000,"
ул. Гетьмана Вадима (Индустриальная), 1в, Киев
","('50.45277', '30.4471186')",0,1
1.19,1,62.0,2,10,0,20000,"
ул. Маланюка Евгения (Сагайдака Степана), 101, Киев
","('50.458919', '30.585785')",0,1
1.74,3,60.0,3,6,0,17000,"
Шевченко Тараса бульв., 2, Киев
","('50.4427651', '30.5195291')",0,2
1.74,3,86.0,3,3,0,25000,"
ул. Старокиевская, 27, Киев
","('50.4544764', '30.4737997')",0,2
1.74,3,55.0,1,3,0,21700,"
ул. Гончара Олеся, 88б, Киев
","('50.4479675', '30.496164')",0,2
2.87,3,51.0,2,8,1,32600,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
1.53,3,60.0,2,7,0,17500,"
ул. Паньковская, 27/78, Киев
","('50.4379312', '30.501481')",0,2
2.87,3,51.0,1,2,0,21000,"
ул. Иоанна Павла II (Лумумбы Патриса), 11, Киев
","('50.4209277', '30.5326337')",0,1
